,tweet_created_at,country_code,country_name,user_id,user_created_at,user_name,user_source,user_verified,user_favourites_count,user_followers_count,user_friends_count,tweet_is_retweet,tweet
0,2020-12-11 12:23:50,MR,Mauritania,2752157461.0,21-Aug-2014 (13:25:43.000000),unfpamauritania,,False,,2961,,False,"As part of the support to the Mauritanian government's🇲🇷 #COVID19 response plan,  &amp;  have supported the #MoH &amp; other Ministries with a complete telemedicine &amp; videoconference system to facilitate remote trainings, meetings &amp; consultations "
