,tweet_created_at,country_code,country_name,user_id,user_created_at,user_name,user_source,user_verified,user_favourites_count,user_followers_count,user_friends_count,tweet_is_retweet,tweet
1,2020-11-02 16:39:13,BI,Burundi,3293895537.0,22-May-2015 (12:01:05.000000),glr_ijr,,False,,305,,False,Why is Europe yet again at the centre of the coronavirus pandemic? | Laura Spinney 
