tweet_created_at,country_code,country_name,user_id,user_created_at,user_name,user_source,user_verified,user_favourites_count,user_followers_count,user_friends_count,tweet_is_retweet,tweet
2020-04-10 17:43:40+00:00,UM,United States Minor Outlying Islands,1209993167854018561,2019-12-26 00:24:09+00:00,MCNewYork6,Twitter for Android,False,12,5,91,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/9Q14PP9z3Y
2020-04-10 17:41:28+00:00,UM,United States Minor Outlying Islands,836269027924279298,2017-02-27 17:37:28+00:00,SkankMurderous,Twitter for Android,False,2188,210,1586,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/EX8fAACDGU
2020-04-10 17:42:12+00:00,UM,United States Minor Outlying Islands,1189369904836820993,2019-10-30 02:34:31+00:00,LilPAC48479346,Twitter for Android,False,19,2,28,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/9Va5BYXBk1
2020-04-10 17:41:51+00:00,UM,United States Minor Outlying Islands,1184095028521689093,2019-10-15 13:14:09+00:00,TupacjrS,Twitter for Android,False,10,2,44,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/lDiz3a52zC
2020-04-10 17:40:40+00:00,UM,United States Minor Outlying Islands,235387210,2011-01-08 02:03:27+00:00,Pettyrichard,Twitter for Android,False,34,8,41,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/Jjm11DYQII
2020-04-10 17:43:58+00:00,UM,United States Minor Outlying Islands,1189369904836820993,2019-10-30 02:34:31+00:00,LilPAC48479346,Twitter for Android,False,19,2,28,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/gW3ZzBab9U
2020-04-10 17:39:49+00:00,UM,United States Minor Outlying Islands,838946204671074304,2017-03-07 02:55:36+00:00,Poviko,Twitter for Android,False,168,47,408,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/i74K1Vu9dj
2020-04-10 17:40:14+00:00,UM,United States Minor Outlying Islands,1237395378476961792,2020-03-10 15:10:48+00:00,ghie_ri,Twitter for Android,False,1,0,6,False,Spotting A Flying Praying Mantis Is Rare &amp; Hard Not To Notice ONCE SEEN! 4 The Past Ten Yrs My Training In Mixed Martial Arts Changed To Gi My Style &amp; Movements Within This Disipline To Take The Proper Stands &amp; Embraces For Your Love Ones Putting On A Gi For Our Life! #COVID19 https://t.co/Xow8ld5zH3
