tweet_created_at,country_code,country_name,user_id,user_created_at,user_name,user_source,user_verified,user_favourites_count,user_followers_count,user_friends_count,tweet_is_retweet,tweet
2022-02-16 09:17:32,GA,Gabon,1493877193100996608,2010-07-10 13:55:32,Annick MONDJO,Twitter Web App,False,6529,169,582,False,"In some countries, high #vaccine coverage &amp; lower severity of #Omicron ""is driving a false narrative that the pande… "
