tweet_created_at,country_code,country_name,user_id,user_created_at,user_name,user_source,user_verified,user_favourites_count,user_followers_count,user_friends_count,tweet_is_retweet,tweet
2021-12-28 09:27:37+00:00,SL,Sierra Leone,,,Joe Philip,,False,2768,515,3479,,"I hope #SierraLeone keeps #COVID19 under control as most of Europe &amp; America has all but given up on containing omicron. More countries should should take up messaging like this. There are issues in #Salone, but far better than what I have seen in so-called ""developed countries"". "
